starttime_utc,endtime_utc,starttime_ist,endtime_ist,demand_mwh,solar_mwh,wind_mwh
"2023-01-01 00:00:00","2023-01-01 01:00:00","2023-01-01 00:00:00","2023-01-01 01:00:00","3959.75","0.0","699.875"
"2023-01-01 01:00:00","2023-01-01 02:00:00","2023-01-01 01:00:00","2023-01-01 02:00:00","3798.125","0.0","711.25"
"2023-01-01 02:00:00","2023-01-01 03:00:00","2023-01-01 02:00:00","2023-01-01 03:00:00","3620.125","0.0","625.875"
"2023-01-01 03:00:00","2023-01-01 04:00:00","2023-01-01 03:00:00","2023-01-01 04:00:00","3486.25","0.0","571.375"
"2023-01-01 04:00:00","2023-01-01 05:00:00","2023-01-01 04:00:00","2023-01-01 05:00:00","3403.75","0.0","505.5"
"2023-01-01 05:00:00","2023-01-01 06:00:00","2023-01-01 05:00:00","2023-01-01 06:00:00","3383.75","0.0","557.125"
"2023-01-01 06:00:00","2023-01-01 07:00:00","2023-01-01 06:00:00","2023-01-01 07:00:00","3450.125","0.0","734.5"
"2023-01-01 07:00:00","2023-01-01 08:00:00","2023-01-01 07:00:00","2023-01-01 08:00:00","3543.25","0.0","654.25"
"2023-01-01 08:00:00","2023-01-01 09:00:00","2023-01-01 08:00:00","2023-01-01 09:00:00","3640.625","0.017","571.125"
"2023-01-01 09:00:00","2023-01-01 10:00:00","2023-01-01 09:00:00","2023-01-01 10:00:00","3870.375","2.119","485.125"
"2023-01-01 10:00:00","2023-01-01 11:00:00","2023-01-01 10:00:00","2023-01-01 11:00:00","4188.625","6.042","336.0"
"2023-01-01 11:00:00","2023-01-01 12:00:00","2023-01-01 11:00:00","2023-01-01 12:00:00","4499.375","6.231","290.875"
"2023-01-01 12:00:00","2023-01-01 13:00:00","2023-01-01 12:00:00","2023-01-01 13:00:00","4795.25","6.75","245.75"
"2023-01-01 13:00:00","2023-01-01 14:00:00","2023-01-01 13:00:00","2023-01-01 14:00:00","4905.0","7.361","170.125"
"2023-01-01 14:00:00","2023-01-01 15:00:00","2023-01-01 14:00:00","2023-01-01 15:00:00","4835.0","3.863","170.625"
"2023-01-01 15:00:00","2023-01-01 16:00:00","2023-01-01 15:00:00","2023-01-01 16:00:00","4796.25","0.993","259.875"
"2023-01-01 16:00:00","2023-01-01 17:00:00","2023-01-01 16:00:00","2023-01-01 17:00:00","4985.625","0.0","372.625"
"2023-01-01 17:00:00","2023-01-01 18:00:00","2023-01-01 17:00:00","2023-01-01 18:00:00","5228.125","0.0","531.625"
"2023-01-01 18:00:00","2023-01-01 19:00:00","2023-01-01 18:00:00","2023-01-01 19:00:00","5070.625","0.0","592.875"
"2023-01-01 19:00:00","2023-01-01 20:00:00","2023-01-01 19:00:00","2023-01-01 20:00:00","4866.25","0.0","579.25"
"2023-01-01 20:00:00","2023-01-01 21:00:00","2023-01-01 20:00:00","2023-01-01 21:00:00","4662.75","0.0","595.25"
"2023-01-01 21:00:00","2023-01-01 22:00:00","2023-01-01 21:00:00","2023-01-01 22:00:00","4471.875","0.0","584.625"
"2023-01-01 22:00:00","2023-01-01 23:00:00","2023-01-01 22:00:00","2023-01-01 23:00:00","4231.125","0.0","490.375"
"2023-01-01 23:00:00","2023-01-02 00:00:00","2023-01-01 23:00:00","2023-01-02 00:00:00","4094.25","0.0","414.625"
"2023-01-02 00:00:00","2023-01-02 01:00:00","2023-01-02 00:00:00","2023-01-02 01:00:00","3865.625","0.0","374.75"
"2023-01-02 01:00:00","2023-01-02 02:00:00","2023-01-02 01:00:00","2023-01-02 02:00:00","3676.375","0.0","353.125"
"2023-01-02 02:00:00","2023-01-02 03:00:00","2023-01-02 02:00:00","2023-01-02 03:00:00","3551.125","0.0","348.125"
"2023-01-02 03:00:00","2023-01-02 04:00:00","2023-01-02 03:00:00","2023-01-02 04:00:00","3469.375","0.0","282.25"
"2023-01-02 04:00:00","2023-01-02 05:00:00","2023-01-02 04:00:00","2023-01-02 05:00:00","3435.875","0.0","234.125"
"2023-01-02 05:00:00","2023-01-02 06:00:00","2023-01-02 05:00:00","2023-01-02 06:00:00","3484.0","0.0","212.5"
"2023-01-02 06:00:00","2023-01-02 07:00:00","2023-01-02 06:00:00","2023-01-02 07:00:00","3654.0","0.0","183.625"
"2023-01-02 07:00:00","2023-01-02 08:00:00","2023-01-02 07:00:00","2023-01-02 08:00:00","3873.75","0.0","226.125"
"2023-01-02 08:00:00","2023-01-02 09:00:00","2023-01-02 08:00:00","2023-01-02 09:00:00","4051.25","0.148","308.625"
"2023-01-02 09:00:00","2023-01-02 10:00:00","2023-01-02 09:00:00","2023-01-02 10:00:00","4356.375","6.087","497.0"
"2023-01-02 10:00:00","2023-01-02 11:00:00","2023-01-02 10:00:00","2023-01-02 11:00:00","4619.75","21.547","733.625"
"2023-01-02 11:00:00","2023-01-02 12:00:00","2023-01-02 11:00:00","2023-01-02 12:00:00","4749.5","31.777","929.375"
"2023-01-02 12:00:00","2023-01-02 13:00:00","2023-01-02 12:00:00","2023-01-02 13:00:00","4832.75","35.119","1161.125"
"2023-01-02 13:00:00","2023-01-02 14:00:00","2023-01-02 13:00:00","2023-01-02 14:00:00","4840.0","29.985","1362.875"
"2023-01-02 14:00:00","2023-01-02 15:00:00","2023-01-02 14:00:00","2023-01-02 15:00:00","4793.375","17.856","1617.625"
"2023-01-02 15:00:00","2023-01-02 16:00:00","2023-01-02 15:00:00","2023-01-02 16:00:00","4865.0","2.867","1965.375"
"2023-01-02 16:00:00","2023-01-02 17:00:00","2023-01-02 16:00:00","2023-01-02 17:00:00","5296.125","0.011","2530.375"
"2023-01-02 17:00:00","2023-01-02 18:00:00","2023-01-02 17:00:00","2023-01-02 18:00:00","5802.25","0.0","2928.0"
"2023-01-02 18:00:00","2023-01-02 19:00:00","2023-01-02 18:00:00","2023-01-02 19:00:00","5680.875","0.0","3347.125"
"2023-01-02 19:00:00","2023-01-02 20:00:00","2023-01-02 19:00:00","2023-01-02 20:00:00","5427.625","0.0","3698.5"
"2023-01-02 20:00:00","2023-01-02 21:00:00","2023-01-02 20:00:00","2023-01-02 21:00:00","5132.5","0.0","4016.0"
"2023-01-02 21:00:00","2023-01-02 22:00:00","2023-01-02 21:00:00","2023-01-02 22:00:00","4863.625","0.0","4114.25"
"2023-01-02 22:00:00","2023-01-02 23:00:00","2023-01-02 22:00:00","2023-01-02 23:00:00","4444.875","0.0","3839.25"
"2023-01-02 23:00:00","2023-01-03 00:00:00","2023-01-02 23:00:00","2023-01-03 00:00:00","4203.875","0.0","3840.25"
"2023-01-03 00:00:00","2023-01-03 01:00:00","2023-01-03 00:00:00","2023-01-03 01:00:00","3887.375","0.0","3596.875"
"2023-01-03 01:00:00","2023-01-03 02:00:00","2023-01-03 01:00:00","2023-01-03 02:00:00","3651.5","0.0","3301.75"
"2023-01-03 02:00:00","2023-01-03 03:00:00","2023-01-03 02:00:00","2023-01-03 03:00:00","3461.0","0.0","2879.0"
"2023-01-03 03:00:00","2023-01-03 04:00:00","2023-01-03 03:00:00","2023-01-03 04:00:00","3362.75","0.0","2532.125"
"2023-01-03 04:00:00","2023-01-03 05:00:00","2023-01-03 04:00:00","2023-01-03 05:00:00","3327.5","0.0","2270.25"
"2023-01-03 05:00:00","2023-01-03 06:00:00","2023-01-03 05:00:00","2023-01-03 06:00:00","3455.25","0.0","2520.0"
"2023-01-03 06:00:00","2023-01-03 07:00:00","2023-01-03 06:00:00","2023-01-03 07:00:00","3830.875","0.0","2512.25"
"2023-01-03 07:00:00","2023-01-03 08:00:00","2023-01-03 07:00:00","2023-01-03 08:00:00","4370.75","0.0","2839.375"
"2023-01-03 08:00:00","2023-01-03 09:00:00","2023-01-03 08:00:00","2023-01-03 09:00:00","4830.75","0.0","3116.25"
"2023-01-03 09:00:00","2023-01-03 10:00:00","2023-01-03 09:00:00","2023-01-03 10:00:00","5177.125","0.645","3130.5"
"2023-01-03 10:00:00","2023-01-03 11:00:00","2023-01-03 10:00:00","2023-01-03 11:00:00","5377.625","2.485","3089.125"
"2023-01-03 11:00:00","2023-01-03 12:00:00","2023-01-03 11:00:00","2023-01-03 12:00:00","5523.5","6.359","3062.625"
"2023-01-03 12:00:00","2023-01-03 13:00:00","2023-01-03 12:00:00","2023-01-03 13:00:00","5636.0","5.183","2977.125"
"2023-01-03 13:00:00","2023-01-03 14:00:00","2023-01-03 13:00:00","2023-01-03 14:00:00","5588.25","5.333","3015.5"
"2023-01-03 14:00:00","2023-01-03 15:00:00","2023-01-03 14:00:00","2023-01-03 15:00:00","5532.75","3.957","3184.875"
"2023-01-03 15:00:00","2023-01-03 16:00:00","2023-01-03 15:00:00","2023-01-03 16:00:00","5526.25","0.792","3179.375"
"2023-01-03 16:00:00","2023-01-03 17:00:00","2023-01-03 16:00:00","2023-01-03 17:00:00","5852.0","0.0","3468.625"
"2023-01-03 17:00:00","2023-01-03 18:00:00","2023-01-03 17:00:00","2023-01-03 18:00:00","6158.375","0.0","3651.625"
"2023-01-03 18:00:00","2023-01-03 19:00:00","2023-01-03 18:00:00","2023-01-03 19:00:00","5927.375","0.0","3869.0"
"2023-01-03 19:00:00","2023-01-03 20:00:00","2023-01-03 19:00:00","2023-01-03 20:00:00","5599.875","0.0","3985.625"
"2023-01-03 20:00:00","2023-01-03 21:00:00","2023-01-03 20:00:00","2023-01-03 21:00:00","5296.25","0.0","4088.125"
"2023-01-03 21:00:00","2023-01-03 22:00:00","2023-01-03 21:00:00","2023-01-03 22:00:00","4896.125","0.0","3804.125"
"2023-01-03 22:00:00","2023-01-03 23:00:00","2023-01-03 22:00:00","2023-01-03 23:00:00","4455.625","0.0","3449.375"
"2023-01-03 23:00:00","2023-01-04 00:00:00","2023-01-03 23:00:00","2023-01-04 00:00:00","4213.375","0.0","3573.375"
"2023-01-04 00:00:00","2023-01-04 01:00:00","2023-01-04 00:00:00","2023-01-04 01:00:00","3993.5","0.0","3729.5"
"2023-01-04 01:00:00","2023-01-04 02:00:00","2023-01-04 01:00:00","2023-01-04 02:00:00","3767.875","0.0","3390.875"
"2023-01-04 02:00:00","2023-01-04 03:00:00","2023-01-04 02:00:00","2023-01-04 03:00:00","3598.25","0.0","2949.0"
"2023-01-04 03:00:00","2023-01-04 04:00:00","2023-01-04 03:00:00","2023-01-04 04:00:00","3532.25","0.0","2826.75"
"2023-01-04 04:00:00","2023-01-04 05:00:00","2023-01-04 04:00:00","2023-01-04 05:00:00","3473.375","0.0","2783.0"
"2023-01-04 05:00:00","2023-01-04 06:00:00","2023-01-04 05:00:00","2023-01-04 06:00:00","3615.125","0.0","3159.0"
"2023-01-04 06:00:00","2023-01-04 07:00:00","2023-01-04 06:00:00","2023-01-04 07:00:00","3991.625","0.0","3407.875"
"2023-01-04 07:00:00","2023-01-04 08:00:00","2023-01-04 07:00:00","2023-01-04 08:00:00","4507.5","0.0","3379.5"
"2023-01-04 08:00:00","2023-01-04 09:00:00","2023-01-04 08:00:00","2023-01-04 09:00:00","4935.0","0.0","3536.375"
"2023-01-04 09:00:00","2023-01-04 10:00:00","2023-01-04 09:00:00","2023-01-04 10:00:00","5202.375","0.047","3628.5"
"2023-01-04 10:00:00","2023-01-04 11:00:00","2023-01-04 10:00:00","2023-01-04 11:00:00","5348.375","1.384","3726.375"
"2023-01-04 11:00:00","2023-01-04 12:00:00","2023-01-04 11:00:00","2023-01-04 12:00:00","5423.375","3.814","3813.0"
"2023-01-04 12:00:00","2023-01-04 13:00:00","2023-01-04 12:00:00","2023-01-04 13:00:00","5487.5","10.585","3945.875"
"2023-01-04 13:00:00","2023-01-04 14:00:00","2023-01-04 13:00:00","2023-01-04 14:00:00","5443.5","10.255","3996.75"
"2023-01-04 14:00:00","2023-01-04 15:00:00","2023-01-04 14:00:00","2023-01-04 15:00:00","5444.125","9.535","4080.5"
"2023-01-04 15:00:00","2023-01-04 16:00:00","2023-01-04 15:00:00","2023-01-04 16:00:00","5517.125","2.567","4067.25"
"2023-01-04 16:00:00","2023-01-04 17:00:00","2023-01-04 16:00:00","2023-01-04 17:00:00","5802.5","0.019","3904.125"
"2023-01-04 17:00:00","2023-01-04 18:00:00","2023-01-04 17:00:00","2023-01-04 18:00:00","6171.125","0.0","3730.5"
"2023-01-04 18:00:00","2023-01-04 19:00:00","2023-01-04 18:00:00","2023-01-04 19:00:00","5990.75","0.0","3574.0"
"2023-01-04 19:00:00","2023-01-04 20:00:00","2023-01-04 19:00:00","2023-01-04 20:00:00","5700.0","0.0","3103.75"
"2023-01-04 20:00:00","2023-01-04 21:00:00","2023-01-04 20:00:00","2023-01-04 21:00:00","5397.5","0.0","2607.0"
"2023-01-04 21:00:00","2023-01-04 22:00:00","2023-01-04 21:00:00","2023-01-04 22:00:00","5017.75","0.0","2155.5"
"2023-01-04 22:00:00","2023-01-04 23:00:00","2023-01-04 22:00:00","2023-01-04 23:00:00","4549.25","0.0","1664.25"
"2023-01-04 23:00:00","2023-01-05 00:00:00","2023-01-04 23:00:00","2023-01-05 00:00:00","4256.0","0.0","1422.125"
"2023-01-05 00:00:00","2023-01-05 01:00:00","2023-01-05 00:00:00","2023-01-05 01:00:00","3989.625","0.0","1217.125"
"2023-01-05 01:00:00","2023-01-05 02:00:00","2023-01-05 01:00:00","2023-01-05 02:00:00","3830.125","0.0","1285.375"
"2023-01-05 02:00:00","2023-01-05 03:00:00","2023-01-05 02:00:00","2023-01-05 03:00:00","3724.625","0.0","1506.5"
"2023-01-05 03:00:00","2023-01-05 04:00:00","2023-01-05 03:00:00","2023-01-05 04:00:00","3602.375","0.0","1512.375"
"2023-01-05 04:00:00","2023-01-05 05:00:00","2023-01-05 04:00:00","2023-01-05 05:00:00","3561.0","0.0","1594.75"
"2023-01-05 05:00:00","2023-01-05 06:00:00","2023-01-05 05:00:00","2023-01-05 06:00:00","3652.5","0.0","1988.375"
"2023-01-05 06:00:00","2023-01-05 07:00:00","2023-01-05 06:00:00","2023-01-05 07:00:00","4078.125","0.0","2436.25"
"2023-01-05 07:00:00","2023-01-05 08:00:00","2023-01-05 07:00:00","2023-01-05 08:00:00","4851.5","0.0","2943.5"
"2023-01-05 08:00:00","2023-01-05 09:00:00","2023-01-05 08:00:00","2023-01-05 09:00:00","5227.0","0.0","3392.5"
"2023-01-05 09:00:00","2023-01-05 10:00:00","2023-01-05 09:00:00","2023-01-05 10:00:00","5367.25","0.999","3845.875"
"2023-01-05 10:00:00","2023-01-05 11:00:00","2023-01-05 10:00:00","2023-01-05 11:00:00","5418.25","3.848","4000.125"
"2023-01-05 11:00:00","2023-01-05 12:00:00","2023-01-05 11:00:00","2023-01-05 12:00:00","5478.75","4.877","4241.625"
"2023-01-05 12:00:00","2023-01-05 13:00:00","2023-01-05 12:00:00","2023-01-05 13:00:00","5544.875","4.207","4345.0"
"2023-01-05 13:00:00","2023-01-05 14:00:00","2023-01-05 13:00:00","2023-01-05 14:00:00","5496.25","4.797","4282.375"
"2023-01-05 14:00:00","2023-01-05 15:00:00","2023-01-05 14:00:00","2023-01-05 15:00:00","5412.5","2.938","4017.5"
"2023-01-05 15:00:00","2023-01-05 16:00:00","2023-01-05 15:00:00","2023-01-05 16:00:00","5488.0","0.967","3858.375"
"2023-01-05 16:00:00","2023-01-05 17:00:00","2023-01-05 16:00:00","2023-01-05 17:00:00","5823.125","0.0","3744.75"
"2023-01-05 17:00:00","2023-01-05 18:00:00","2023-01-05 17:00:00","2023-01-05 18:00:00","6077.125","0.0","3557.25"
"2023-01-05 18:00:00","2023-01-05 19:00:00","2023-01-05 18:00:00","2023-01-05 19:00:00","5864.75","0.0","3636.375"
"2023-01-05 19:00:00","2023-01-05 20:00:00","2023-01-05 19:00:00","2023-01-05 20:00:00","5625.125","0.0","3661.5"
"2023-01-05 20:00:00","2023-01-05 21:00:00","2023-01-05 20:00:00","2023-01-05 21:00:00","5308.375","0.0","3607.75"
"2023-01-05 21:00:00","2023-01-05 22:00:00","2023-01-05 21:00:00","2023-01-05 22:00:00","4946.75","0.0","3500.25"
"2023-01-05 22:00:00","2023-01-05 23:00:00","2023-01-05 22:00:00","2023-01-05 23:00:00","4492.0","0.0","3131.125"
"2023-01-05 23:00:00","2023-01-06 00:00:00","2023-01-05 23:00:00","2023-01-06 00:00:00","4169.875","0.0","2874.875"
"2023-01-06 00:00:00","2023-01-06 01:00:00","2023-01-06 00:00:00","2023-01-06 01:00:00","3895.0","0.0","2781.75"
"2023-01-06 01:00:00","2023-01-06 02:00:00","2023-01-06 01:00:00","2023-01-06 02:00:00","3742.25","0.0","2613.125"
"2023-01-06 02:00:00","2023-01-06 03:00:00","2023-01-06 02:00:00","2023-01-06 03:00:00","3604.375","0.0","2347.625"
"2023-01-06 03:00:00","2023-01-06 04:00:00","2023-01-06 03:00:00","2023-01-06 04:00:00","3528.5","0.0","2132.375"
"2023-01-06 04:00:00","2023-01-06 05:00:00","2023-01-06 04:00:00","2023-01-06 05:00:00","3532.5","0.0","1807.125"
"2023-01-06 05:00:00","2023-01-06 06:00:00","2023-01-06 05:00:00","2023-01-06 06:00:00","3652.5","0.0","1728.75"
"2023-01-06 06:00:00","2023-01-06 07:00:00","2023-01-06 06:00:00","2023-01-06 07:00:00","4112.375","0.0","1983.875"
"2023-01-06 07:00:00","2023-01-06 08:00:00","2023-01-06 07:00:00","2023-01-06 08:00:00","4849.0","0.0","2104.25"
"2023-01-06 08:00:00","2023-01-06 09:00:00","2023-01-06 08:00:00","2023-01-06 09:00:00","5238.625","0.089","2060.0"
"2023-01-06 09:00:00","2023-01-06 10:00:00","2023-01-06 09:00:00","2023-01-06 10:00:00","5385.0","3.972","2091.125"
"2023-01-06 10:00:00","2023-01-06 11:00:00","2023-01-06 10:00:00","2023-01-06 11:00:00","5427.75","9.198","2093.625"
"2023-01-06 11:00:00","2023-01-06 12:00:00","2023-01-06 11:00:00","2023-01-06 12:00:00","5429.5","13.093","2407.75"
"2023-01-06 12:00:00","2023-01-06 13:00:00","2023-01-06 12:00:00","2023-01-06 13:00:00","5437.625","18.644","2695.125"
"2023-01-06 13:00:00","2023-01-06 14:00:00","2023-01-06 13:00:00","2023-01-06 14:00:00","5393.875","17.301","3063.125"
"2023-01-06 14:00:00","2023-01-06 15:00:00","2023-01-06 14:00:00","2023-01-06 15:00:00","5360.25","7.313","3294.5"
"2023-01-06 15:00:00","2023-01-06 16:00:00","2023-01-06 15:00:00","2023-01-06 16:00:00","5453.875","1.672","3430.25"
"2023-01-06 16:00:00","2023-01-06 17:00:00","2023-01-06 16:00:00","2023-01-06 17:00:00","5732.875","0.0","3395.875"
"2023-01-06 17:00:00","2023-01-06 18:00:00","2023-01-06 17:00:00","2023-01-06 18:00:00","6011.125","0.0","3602.0"
"2023-01-06 18:00:00","2023-01-06 19:00:00","2023-01-06 18:00:00","2023-01-06 19:00:00","5817.625","0.0","3903.0"
"2023-01-06 19:00:00","2023-01-06 20:00:00","2023-01-06 19:00:00","2023-01-06 20:00:00","5500.25","0.0","3704.0"
"2023-01-06 20:00:00","2023-01-06 21:00:00","2023-01-06 20:00:00","2023-01-06 21:00:00","5167.0","0.0","3125.25"
"2023-01-06 21:00:00","2023-01-06 22:00:00","2023-01-06 21:00:00","2023-01-06 22:00:00","4840.625","0.0","2620.875"
"2023-01-06 22:00:00","2023-01-06 23:00:00","2023-01-06 22:00:00","2023-01-06 23:00:00","4491.625","0.0","1932.875"
"2023-01-06 23:00:00","2023-01-07 00:00:00","2023-01-06 23:00:00","2023-01-07 00:00:00","4314.375","0.0","1410.25"
"2023-01-07 00:00:00","2023-01-07 01:00:00","2023-01-07 00:00:00","2023-01-07 01:00:00","4055.0","0.0","1147.875"
"2023-01-07 01:00:00","2023-01-07 02:00:00","2023-01-07 01:00:00","2023-01-07 02:00:00","3839.375","0.0","1018.25"
"2023-01-07 02:00:00","2023-01-07 03:00:00","2023-01-07 02:00:00","2023-01-07 03:00:00","3670.625","0.0","1192.25"
"2023-01-07 03:00:00","2023-01-07 04:00:00","2023-01-07 03:00:00","2023-01-07 04:00:00","3581.375","0.0","1494.125"
"2023-01-07 04:00:00","2023-01-07 05:00:00","2023-01-07 04:00:00","2023-01-07 05:00:00","3536.125","0.0","1579.5"
"2023-01-07 05:00:00","2023-01-07 06:00:00","2023-01-07 05:00:00","2023-01-07 06:00:00","3528.125","0.0","1769.125"
"2023-01-07 06:00:00","2023-01-07 07:00:00","2023-01-07 06:00:00","2023-01-07 07:00:00","3698.125","0.0","2259.5"
"2023-01-07 07:00:00","2023-01-07 08:00:00","2023-01-07 07:00:00","2023-01-07 08:00:00","3928.75","0.0","2430.875"
"2023-01-07 08:00:00","2023-01-07 09:00:00","2023-01-07 08:00:00","2023-01-07 09:00:00","4227.375","0.019","2766.875"
"2023-01-07 09:00:00","2023-01-07 10:00:00","2023-01-07 09:00:00","2023-01-07 10:00:00","4581.25","6.64","3318.875"
"2023-01-07 10:00:00","2023-01-07 11:00:00","2023-01-07 10:00:00","2023-01-07 11:00:00","4788.0","20.314","3807.0"
"2023-01-07 11:00:00","2023-01-07 12:00:00","2023-01-07 11:00:00","2023-01-07 12:00:00","4905.0","13.129","4151.0"
"2023-01-07 12:00:00","2023-01-07 13:00:00","2023-01-07 12:00:00","2023-01-07 13:00:00","4954.75","15.826","4274.125"
"2023-01-07 13:00:00","2023-01-07 14:00:00","2023-01-07 13:00:00","2023-01-07 14:00:00","4920.875","25.27","4354.875"
"2023-01-07 14:00:00","2023-01-07 15:00:00","2023-01-07 14:00:00","2023-01-07 15:00:00","4879.125","9.727","4304.0"
"2023-01-07 15:00:00","2023-01-07 16:00:00","2023-01-07 15:00:00","2023-01-07 16:00:00","4944.375","2.668","4331.75"
"2023-01-07 16:00:00","2023-01-07 17:00:00","2023-01-07 16:00:00","2023-01-07 17:00:00","5236.25","0.037","4423.125"
"2023-01-07 17:00:00","2023-01-07 18:00:00","2023-01-07 17:00:00","2023-01-07 18:00:00","5604.875","0.0","4386.25"
"2023-01-07 18:00:00","2023-01-07 19:00:00","2023-01-07 18:00:00","2023-01-07 19:00:00","5464.875","0.0","4320.375"
"2023-01-07 19:00:00","2023-01-07 20:00:00","2023-01-07 19:00:00","2023-01-07 20:00:00","5147.25","0.0","3980.875"
"2023-01-07 20:00:00","2023-01-07 21:00:00","2023-01-07 20:00:00","2023-01-07 21:00:00","4843.5","0.0","3772.75"
"2023-01-07 21:00:00","2023-01-07 22:00:00","2023-01-07 21:00:00","2023-01-07 22:00:00","4542.5","0.0","3575.625"
"2023-01-07 22:00:00","2023-01-07 23:00:00","2023-01-07 22:00:00","2023-01-07 23:00:00","4273.25","0.0","3580.0"
"2023-01-07 23:00:00","2023-01-08 00:00:00","2023-01-07 23:00:00","2023-01-08 00:00:00","4109.5","0.0","3264.25"
"2023-01-08 00:00:00","2023-01-08 01:00:00","2023-01-08 00:00:00","2023-01-08 01:00:00","3832.25","0.0","2822.0"
"2023-01-08 01:00:00","2023-01-08 02:00:00","2023-01-08 01:00:00","2023-01-08 02:00:00","3624.875","0.0","2609.125"
"2023-01-08 02:00:00","2023-01-08 03:00:00","2023-01-08 02:00:00","2023-01-08 03:00:00","3455.875","0.0","2415.0"
"2023-01-08 03:00:00","2023-01-08 04:00:00","2023-01-08 03:00:00","2023-01-08 04:00:00","3370.0","0.0","2457.75"
"2023-01-08 04:00:00","2023-01-08 05:00:00","2023-01-08 04:00:00","2023-01-08 05:00:00","3301.75","0.0","2381.875"
"2023-01-08 05:00:00","2023-01-08 06:00:00","2023-01-08 05:00:00","2023-01-08 06:00:00","3329.125","0.0","2398.5"
"2023-01-08 06:00:00","2023-01-08 07:00:00","2023-01-08 06:00:00","2023-01-08 07:00:00","3456.875","0.0","2609.5"
"2023-01-08 07:00:00","2023-01-08 08:00:00","2023-01-08 07:00:00","2023-01-08 08:00:00","3691.75","0.0","2961.625"
"2023-01-08 08:00:00","2023-01-08 09:00:00","2023-01-08 08:00:00","2023-01-08 09:00:00","3896.25","0.0","3043.75"
"2023-01-08 09:00:00","2023-01-08 10:00:00","2023-01-08 09:00:00","2023-01-08 10:00:00","4216.25","0.077","2999.0"
"2023-01-08 10:00:00","2023-01-08 11:00:00","2023-01-08 10:00:00","2023-01-08 11:00:00","4535.875","0.209","3029.5"
"2023-01-08 11:00:00","2023-01-08 12:00:00","2023-01-08 11:00:00","2023-01-08 12:00:00","4707.25","0.278","2883.0"
"2023-01-08 12:00:00","2023-01-08 13:00:00","2023-01-08 12:00:00","2023-01-08 13:00:00","4945.875","0.185","2606.875"
"2023-01-08 13:00:00","2023-01-08 14:00:00","2023-01-08 13:00:00","2023-01-08 14:00:00","4974.875","0.282","2101.5"
"2023-01-08 14:00:00","2023-01-08 15:00:00","2023-01-08 14:00:00","2023-01-08 15:00:00","4900.375","2.183","2133.375"
"2023-01-08 15:00:00","2023-01-08 16:00:00","2023-01-08 15:00:00","2023-01-08 16:00:00","4914.5","1.082","2346.25"
"2023-01-08 16:00:00","2023-01-08 17:00:00","2023-01-08 16:00:00","2023-01-08 17:00:00","5216.75","0.01","2565.125"
"2023-01-08 17:00:00","2023-01-08 18:00:00","2023-01-08 17:00:00","2023-01-08 18:00:00","5641.625","0.0","2845.75"
"2023-01-08 18:00:00","2023-01-08 19:00:00","2023-01-08 18:00:00","2023-01-08 19:00:00","5549.5","0.0","3018.625"
"2023-01-08 19:00:00","2023-01-08 20:00:00","2023-01-08 19:00:00","2023-01-08 20:00:00","5305.125","0.0","3208.125"
"2023-01-08 20:00:00","2023-01-08 21:00:00","2023-01-08 20:00:00","2023-01-08 21:00:00","5030.125","0.0","3310.0"
"2023-01-08 21:00:00","2023-01-08 22:00:00","2023-01-08 21:00:00","2023-01-08 22:00:00","4673.875","0.0","3203.75"
"2023-01-08 22:00:00","2023-01-08 23:00:00","2023-01-08 22:00:00","2023-01-08 23:00:00","4277.875","0.0","2701.5"
"2023-01-08 23:00:00","2023-01-09 00:00:00","2023-01-08 23:00:00","2023-01-09 00:00:00","4028.25","0.0","2605.5"
"2023-01-09 00:00:00","2023-01-09 01:00:00","2023-01-09 00:00:00","2023-01-09 01:00:00","3781.625","0.0","2625.375"
"2023-01-09 01:00:00","2023-01-09 02:00:00","2023-01-09 01:00:00","2023-01-09 02:00:00","3617.625","0.0","2479.375"
"2023-01-09 02:00:00","2023-01-09 03:00:00","2023-01-09 02:00:00","2023-01-09 03:00:00","3507.5","0.0","2391.0"
"2023-01-09 03:00:00","2023-01-09 04:00:00","2023-01-09 03:00:00","2023-01-09 04:00:00","3461.5","0.0","2404.5"
"2023-01-09 04:00:00","2023-01-09 05:00:00","2023-01-09 04:00:00","2023-01-09 05:00:00","3453.875","0.0","2489.875"
"2023-01-09 05:00:00","2023-01-09 06:00:00","2023-01-09 05:00:00","2023-01-09 06:00:00","3596.625","0.0","2819.25"
"2023-01-09 06:00:00","2023-01-09 07:00:00","2023-01-09 06:00:00","2023-01-09 07:00:00","4117.75","0.0","3211.625"
"2023-01-09 07:00:00","2023-01-09 08:00:00","2023-01-09 07:00:00","2023-01-09 08:00:00","4964.5","0.0","3555.5"
"2023-01-09 08:00:00","2023-01-09 09:00:00","2023-01-09 08:00:00","2023-01-09 09:00:00","5400.875","0.218","3820.0"
"2023-01-09 09:00:00","2023-01-09 10:00:00","2023-01-09 09:00:00","2023-01-09 10:00:00","5612.75","5.304","3816.0"
"2023-01-09 10:00:00","2023-01-09 11:00:00","2023-01-09 10:00:00","2023-01-09 11:00:00","5646.625","20.729","3897.0"
"2023-01-09 11:00:00","2023-01-09 12:00:00","2023-01-09 11:00:00","2023-01-09 12:00:00","5635.625","20.121","4086.125"
"2023-01-09 12:00:00","2023-01-09 13:00:00","2023-01-09 12:00:00","2023-01-09 13:00:00","5694.75","9.825","4131.375"
