starttime_utc,endtime_utc,starttime_ist,endtime_ist,demand_mwh,solar_mwh,wind_mwh
"2023-10-01 23:00:00","2023-10-02 00:00:00","2023-10-02 00:00:00","2023-10-02 01:00:00","3394.625","0.291","1464.25"
"2023-10-02 00:00:00","2023-10-02 01:00:00","2023-10-02 01:00:00","2023-10-02 02:00:00","3271.875","0.305","1553.875"
"2023-10-02 01:00:00","2023-10-02 02:00:00","2023-10-02 02:00:00","2023-10-02 03:00:00","3246.5","0.283","1431.375"
"2023-10-02 02:00:00","2023-10-02 03:00:00","2023-10-02 03:00:00","2023-10-02 04:00:00","3192.125","0.271","1383.5"
"2023-10-02 03:00:00","2023-10-02 04:00:00","2023-10-02 04:00:00","2023-10-02 05:00:00","3175.125","0.268","1380.125"
"2023-10-02 04:00:00","2023-10-02 05:00:00","2023-10-02 05:00:00","2023-10-02 06:00:00","3322.0","0.261","1298.375"
"2023-10-02 05:00:00","2023-10-02 06:00:00","2023-10-02 06:00:00","2023-10-02 07:00:00","3792.75","0.259","1239.25"
"2023-10-02 06:00:00","2023-10-02 07:00:00","2023-10-02 07:00:00","2023-10-02 08:00:00","4516.875","3.641","1253.0"
"2023-10-02 07:00:00","2023-10-02 08:00:00","2023-10-02 08:00:00","2023-10-02 09:00:00","4920.5","29.951999999999998","1211.375"
"2023-10-02 08:00:00","2023-10-02 09:00:00","2023-10-02 09:00:00","2023-10-02 10:00:00","5028.75","67.588","1077.125"
"2023-10-02 09:00:00","2023-10-02 10:00:00","2023-10-02 10:00:00","2023-10-02 11:00:00","5013.875","92.8","986.875"
"2023-10-02 10:00:00","2023-10-02 11:00:00","2023-10-02 11:00:00","2023-10-02 12:00:00","5007.25","105.91","980.25"
"2023-10-02 11:00:00","2023-10-02 12:00:00","2023-10-02 12:00:00","2023-10-02 13:00:00","5027.625","109.858","1030.125"
"2023-10-02 12:00:00","2023-10-02 13:00:00","2023-10-02 13:00:00","2023-10-02 14:00:00","4940.0","139.885","957.875"
"2023-10-02 13:00:00","2023-10-02 14:00:00","2023-10-02 14:00:00","2023-10-02 15:00:00","4913.5","114.652","906.75"
"2023-10-02 14:00:00","2023-10-02 15:00:00","2023-10-02 15:00:00","2023-10-02 16:00:00","5017.125","61.324","934.125"
"2023-10-02 15:00:00","2023-10-02 16:00:00","2023-10-02 16:00:00","2023-10-02 17:00:00","5197.0","38.668","941.25"
"2023-10-02 16:00:00","2023-10-02 17:00:00","2023-10-02 17:00:00","2023-10-02 18:00:00","5354.875","19.471","912.375"
"2023-10-02 17:00:00","2023-10-02 18:00:00","2023-10-02 18:00:00","2023-10-02 19:00:00","5245.875","9.588","895.0"
"2023-10-02 18:00:00","2023-10-02 19:00:00","2023-10-02 19:00:00","2023-10-02 20:00:00","5283.25","0.218","1007.625"
"2023-10-02 19:00:00","2023-10-02 20:00:00","2023-10-02 20:00:00","2023-10-02 21:00:00","5117.625","0.231","1129.0"
"2023-10-02 20:00:00","2023-10-02 21:00:00","2023-10-02 21:00:00","2023-10-02 22:00:00","4717.75","0.236","1216.75"
"2023-10-02 21:00:00","2023-10-02 22:00:00","2023-10-02 22:00:00","2023-10-02 23:00:00","4240.875","0.226","1159.25"
"2023-10-02 22:00:00","2023-10-02 23:00:00","2023-10-02 23:00:00","2023-10-03 00:00:00","3854.375","0.2","1198.625"
"2023-10-02 23:00:00","2023-10-03 00:00:00","2023-10-03 00:00:00","2023-10-03 01:00:00","3632.375","0.175","1385.125"
"2023-10-03 00:00:00","2023-10-03 01:00:00","2023-10-03 01:00:00","2023-10-03 02:00:00","3500.25","0.161","1525.125"
"2023-10-03 01:00:00","2023-10-03 02:00:00","2023-10-03 02:00:00","2023-10-03 03:00:00","3454.5","0.14","1486.5"
"2023-10-03 02:00:00","2023-10-03 03:00:00","2023-10-03 03:00:00","2023-10-03 04:00:00","3392.25","0.121","1386.875"
"2023-10-03 03:00:00","2023-10-03 04:00:00","2023-10-03 04:00:00","2023-10-03 05:00:00","3339.5","0.119","1349.625"
"2023-10-03 04:00:00","2023-10-03 05:00:00","2023-10-03 05:00:00","2023-10-03 06:00:00","3452.875","0.105","1641.375"
"2023-10-03 05:00:00","2023-10-03 06:00:00","2023-10-03 06:00:00","2023-10-03 07:00:00","3944.75","0.098","2260.75"
"2023-10-03 06:00:00","2023-10-03 07:00:00","2023-10-03 07:00:00","2023-10-03 08:00:00","4690.625","7.218","2580.5"
"2023-10-03 07:00:00","2023-10-03 08:00:00","2023-10-03 08:00:00","2023-10-03 09:00:00","4979.875","65.497","2595.75"
"2023-10-03 08:00:00","2023-10-03 09:00:00","2023-10-03 09:00:00","2023-10-03 10:00:00","5008.0","140.141","2387.375"
"2023-10-03 09:00:00","2023-10-03 10:00:00","2023-10-03 10:00:00","2023-10-03 11:00:00","4912.125","210.44199999999998","2287.75"
"2023-10-03 10:00:00","2023-10-03 11:00:00","2023-10-03 11:00:00","2023-10-03 12:00:00","4844.375","197.42","2078.125"
"2023-10-03 11:00:00","2023-10-03 12:00:00","2023-10-03 12:00:00","2023-10-03 13:00:00","4810.125","186.651","2051.875"
"2023-10-03 12:00:00","2023-10-03 13:00:00","2023-10-03 13:00:00","2023-10-03 14:00:00","4691.375","187.922","1958.75"
"2023-10-03 13:00:00","2023-10-03 14:00:00","2023-10-03 14:00:00","2023-10-03 15:00:00","4669.625","196.38","1902.0"
"2023-10-03 14:00:00","2023-10-03 15:00:00","2023-10-03 15:00:00","2023-10-03 16:00:00","4743.0","178.732","1922.375"
"2023-10-03 15:00:00","2023-10-03 16:00:00","2023-10-03 16:00:00","2023-10-03 17:00:00","4995.5","135.264","2072.0"
"2023-10-03 16:00:00","2023-10-03 17:00:00","2023-10-03 17:00:00","2023-10-03 18:00:00","5214.75","72.158","1955.875"
"2023-10-03 17:00:00","2023-10-03 18:00:00","2023-10-03 18:00:00","2023-10-03 19:00:00","5236.125","10.787","1952.625"
"2023-10-03 18:00:00","2023-10-03 19:00:00","2023-10-03 19:00:00","2023-10-03 20:00:00","5372.75","0.11","2172.375"
"2023-10-03 19:00:00","2023-10-03 20:00:00","2023-10-03 20:00:00","2023-10-03 21:00:00","5186.125","0.166","2145.25"
"2023-10-03 20:00:00","2023-10-03 21:00:00","2023-10-03 21:00:00","2023-10-03 22:00:00","4790.875","0.159","2040.375"
"2023-10-03 21:00:00","2023-10-03 22:00:00","2023-10-03 22:00:00","2023-10-03 23:00:00","4292.875","0.15","1735.0"
"2023-10-03 22:00:00","2023-10-03 23:00:00","2023-10-03 23:00:00","2023-10-04 00:00:00","3867.75","0.159","1945.625"
"2023-10-03 23:00:00","2023-10-04 00:00:00","2023-10-04 00:00:00","2023-10-04 01:00:00","3652.5","0.144","2166.875"
"2023-10-04 00:00:00","2023-10-04 01:00:00","2023-10-04 01:00:00","2023-10-04 02:00:00","3505.125","0.114","2108.625"
"2023-10-04 01:00:00","2023-10-04 02:00:00","2023-10-04 02:00:00","2023-10-04 03:00:00","3432.125","0.116","1984.5"
"2023-10-04 02:00:00","2023-10-04 03:00:00","2023-10-04 03:00:00","2023-10-04 04:00:00","3356.375","0.116","1946.625"
"2023-10-04 03:00:00","2023-10-04 04:00:00","2023-10-04 04:00:00","2023-10-04 05:00:00","3343.25","0.125","2180.125"
"2023-10-04 04:00:00","2023-10-04 05:00:00","2023-10-04 05:00:00","2023-10-04 06:00:00","3520.5","0.119","2539.75"
"2023-10-04 05:00:00","2023-10-04 06:00:00","2023-10-04 06:00:00","2023-10-04 07:00:00","3991.125","0.105","2709.0"
"2023-10-04 06:00:00","2023-10-04 07:00:00","2023-10-04 07:00:00","2023-10-04 08:00:00","4742.625","1.373","2928.875"
"2023-10-04 07:00:00","2023-10-04 08:00:00","2023-10-04 08:00:00","2023-10-04 09:00:00","5038.0","26.198","2947.875"
"2023-10-04 08:00:00","2023-10-04 09:00:00","2023-10-04 09:00:00","2023-10-04 10:00:00","5062.5","87.164","2950.375"
"2023-10-04 09:00:00","2023-10-04 10:00:00","2023-10-04 10:00:00","2023-10-04 11:00:00","4963.25","162.708","2819.25"
"2023-10-04 10:00:00","2023-10-04 11:00:00","2023-10-04 11:00:00","2023-10-04 12:00:00","4915.5","191.916","2975.125"
"2023-10-04 11:00:00","2023-10-04 12:00:00","2023-10-04 12:00:00","2023-10-04 13:00:00","4945.375","177.735","2855.375"
"2023-10-04 12:00:00","2023-10-04 13:00:00","2023-10-04 13:00:00","2023-10-04 14:00:00","4860.375","164.41","2690.125"
"2023-10-04 13:00:00","2023-10-04 14:00:00","2023-10-04 14:00:00","2023-10-04 15:00:00","4860.5","158.20600000000002","2798.25"
"2023-10-04 14:00:00","2023-10-04 15:00:00","2023-10-04 15:00:00","2023-10-04 16:00:00","4942.75","155.632","2865.75"
"2023-10-04 15:00:00","2023-10-04 16:00:00","2023-10-04 16:00:00","2023-10-04 17:00:00","5142.875","92.46","2606.5"
"2023-10-04 16:00:00","2023-10-04 17:00:00","2023-10-04 17:00:00","2023-10-04 18:00:00","5380.0","30.86","2364.875"
"2023-10-04 17:00:00","2023-10-04 18:00:00","2023-10-04 18:00:00","2023-10-04 19:00:00","5385.25","6.023","2109.125"
"2023-10-04 18:00:00","2023-10-04 19:00:00","2023-10-04 19:00:00","2023-10-04 20:00:00","5446.5","0.1","1964.25"
"2023-10-04 19:00:00","2023-10-04 20:00:00","2023-10-04 20:00:00","2023-10-04 21:00:00","5227.875","0.146","1928.25"
"2023-10-04 20:00:00","2023-10-04 21:00:00","2023-10-04 21:00:00","2023-10-04 22:00:00","4855.5","0.145","1708.75"
"2023-10-04 21:00:00","2023-10-04 22:00:00","2023-10-04 22:00:00","2023-10-04 23:00:00","4371.25","0.129","1615.25"
"2023-10-04 22:00:00","2023-10-04 23:00:00","2023-10-04 23:00:00","2023-10-05 00:00:00","3935.25","0.139","1578.75"
"2023-10-04 23:00:00","2023-10-05 00:00:00","2023-10-05 00:00:00","2023-10-05 01:00:00","3724.75","0.141","1743.875"
"2023-10-05 00:00:00","2023-10-05 01:00:00","2023-10-05 01:00:00","2023-10-05 02:00:00","3570.375","0.131","1788.25"
"2023-10-05 01:00:00","2023-10-05 02:00:00","2023-10-05 02:00:00","2023-10-05 03:00:00","3513.75","0.115","1917.75"
"2023-10-05 02:00:00","2023-10-05 03:00:00","2023-10-05 03:00:00","2023-10-05 04:00:00","3431.125","0.121","2037.25"
"2023-10-05 03:00:00","2023-10-05 04:00:00","2023-10-05 04:00:00","2023-10-05 05:00:00","3389.625","0.135","2348.625"
"2023-10-05 04:00:00","2023-10-05 05:00:00","2023-10-05 05:00:00","2023-10-05 06:00:00","3510.625","0.123","2618.125"
"2023-10-05 05:00:00","2023-10-05 06:00:00","2023-10-05 06:00:00","2023-10-05 07:00:00","3993.625","0.13","3033.75"
"2023-10-05 06:00:00","2023-10-05 07:00:00","2023-10-05 07:00:00","2023-10-05 08:00:00","4734.0","1.32","3170.625"
"2023-10-05 07:00:00","2023-10-05 08:00:00","2023-10-05 08:00:00","2023-10-05 09:00:00","5046.5","8.951","3243.375"
"2023-10-05 08:00:00","2023-10-05 09:00:00","2023-10-05 09:00:00","2023-10-05 10:00:00","5162.125","27.785","3409.5"
"2023-10-05 09:00:00","2023-10-05 10:00:00","2023-10-05 10:00:00","2023-10-05 11:00:00","5185.0","35.263999999999996","3695.25"
"2023-10-05 10:00:00","2023-10-05 11:00:00","2023-10-05 11:00:00","2023-10-05 12:00:00","5220.5","47.946999999999996","3859.5"
"2023-10-05 11:00:00","2023-10-05 12:00:00","2023-10-05 12:00:00","2023-10-05 13:00:00","5216.5","70.783","3864.875"
"2023-10-05 12:00:00","2023-10-05 13:00:00","2023-10-05 13:00:00","2023-10-05 14:00:00","5110.875","84.521","3766.0"
"2023-10-05 13:00:00","2023-10-05 14:00:00","2023-10-05 14:00:00","2023-10-05 15:00:00","5083.75","68.827","3729.625"
"2023-10-05 14:00:00","2023-10-05 15:00:00","2023-10-05 15:00:00","2023-10-05 16:00:00","5106.5","69.087","3753.75"
"2023-10-05 15:00:00","2023-10-05 16:00:00","2023-10-05 16:00:00","2023-10-05 17:00:00","5279.125","46.114999999999995","3932.625"
"2023-10-05 16:00:00","2023-10-05 17:00:00","2023-10-05 17:00:00","2023-10-05 18:00:00","5428.125","22.313000000000002","3798.25"
"2023-10-05 17:00:00","2023-10-05 18:00:00","2023-10-05 18:00:00","2023-10-05 19:00:00","5389.25","5.0","3620.75"
"2023-10-05 18:00:00","2023-10-05 19:00:00","2023-10-05 19:00:00","2023-10-05 20:00:00","5428.125","0.125","3547.125"
"2023-10-05 19:00:00","2023-10-05 20:00:00","2023-10-05 20:00:00","2023-10-05 21:00:00","5210.125","0.174","3365.0"
"2023-10-05 20:00:00","2023-10-05 21:00:00","2023-10-05 21:00:00","2023-10-05 22:00:00","4838.125","0.169","3123.625"
"2023-10-05 21:00:00","2023-10-05 22:00:00","2023-10-05 22:00:00","2023-10-05 23:00:00","4374.75","0.168","2926.0"
"2023-10-05 22:00:00","2023-10-05 23:00:00","2023-10-05 23:00:00","2023-10-06 00:00:00","3990.125","0.164","2759.125"
"2023-10-05 23:00:00","2023-10-06 00:00:00","2023-10-06 00:00:00","2023-10-06 01:00:00","3737.25","0.173","2459.875"
"2023-10-06 00:00:00","2023-10-06 01:00:00","2023-10-06 01:00:00","2023-10-06 02:00:00","3568.5","0.178","2212.125"
"2023-10-06 01:00:00","2023-10-06 02:00:00","2023-10-06 02:00:00","2023-10-06 03:00:00","3526.125","0.171","2168.125"
"2023-10-06 02:00:00","2023-10-06 03:00:00","2023-10-06 03:00:00","2023-10-06 04:00:00","3475.625","0.17","2044.375"
"2023-10-06 03:00:00","2023-10-06 04:00:00","2023-10-06 04:00:00","2023-10-06 05:00:00","3474.125","0.163","1984.25"
"2023-10-06 04:00:00","2023-10-06 05:00:00","2023-10-06 05:00:00","2023-10-06 06:00:00","3590.5","0.178","2264.0"
"2023-10-06 05:00:00","2023-10-06 06:00:00","2023-10-06 06:00:00","2023-10-06 07:00:00","4036.625","0.195","2511.0"
"2023-10-06 06:00:00","2023-10-06 07:00:00","2023-10-06 07:00:00","2023-10-06 08:00:00","4749.25","0.782","2327.375"
"2023-10-06 07:00:00","2023-10-06 08:00:00","2023-10-06 08:00:00","2023-10-06 09:00:00","5085.5","12.421","2288.125"
"2023-10-06 08:00:00","2023-10-06 09:00:00","2023-10-06 09:00:00","2023-10-06 10:00:00","5168.625","42.512","2441.25"
"2023-10-06 09:00:00","2023-10-06 10:00:00","2023-10-06 10:00:00","2023-10-06 11:00:00","5128.375","74.45400000000001","2525.5"
"2023-10-06 10:00:00","2023-10-06 11:00:00","2023-10-06 11:00:00","2023-10-06 12:00:00","5112.375","106.624","2538.375"
"2023-10-06 11:00:00","2023-10-06 12:00:00","2023-10-06 12:00:00","2023-10-06 13:00:00","5132.375","123.395","2478.625"
"2023-10-06 12:00:00","2023-10-06 13:00:00","2023-10-06 13:00:00","2023-10-06 14:00:00","5058.375","137.152","2635.25"
"2023-10-06 13:00:00","2023-10-06 14:00:00","2023-10-06 14:00:00","2023-10-06 15:00:00","5047.5","91.259","2862.0"
"2023-10-06 14:00:00","2023-10-06 15:00:00","2023-10-06 15:00:00","2023-10-06 16:00:00","5029.25","73.53699999999999","3107.375"
"2023-10-06 15:00:00","2023-10-06 16:00:00","2023-10-06 16:00:00","2023-10-06 17:00:00","5128.75","49.253","3162.375"
"2023-10-06 16:00:00","2023-10-06 17:00:00","2023-10-06 17:00:00","2023-10-06 18:00:00","5281.0","19.839","3148.625"
"2023-10-06 17:00:00","2023-10-06 18:00:00","2023-10-06 18:00:00","2023-10-06 19:00:00","5244.375","3.539","3161.25"
"2023-10-06 18:00:00","2023-10-06 19:00:00","2023-10-06 19:00:00","2023-10-06 20:00:00","5238.875","0.196","3224.75"
"2023-10-06 19:00:00","2023-10-06 20:00:00","2023-10-06 20:00:00","2023-10-06 21:00:00","4961.625","0.224","2848.375"
"2023-10-06 20:00:00","2023-10-06 21:00:00","2023-10-06 21:00:00","2023-10-06 22:00:00","4608.25","0.224","2576.625"
"2023-10-06 21:00:00","2023-10-06 22:00:00","2023-10-06 22:00:00","2023-10-06 23:00:00","4231.75","0.229","2576.375"
"2023-10-06 22:00:00","2023-10-06 23:00:00","2023-10-06 23:00:00","2023-10-07 00:00:00","3895.625","0.245","2356.625"
"2023-10-06 23:00:00","2023-10-07 00:00:00","2023-10-07 00:00:00","2023-10-07 01:00:00","3671.5","0.243","2023.875"
"2023-10-07 00:00:00","2023-10-07 01:00:00","2023-10-07 01:00:00","2023-10-07 02:00:00","3498.375","0.235","1737.625"
"2023-10-07 01:00:00","2023-10-07 02:00:00","2023-10-07 02:00:00","2023-10-07 03:00:00","3439.25","0.224","1724.25"
"2023-10-07 02:00:00","2023-10-07 03:00:00","2023-10-07 03:00:00","2023-10-07 04:00:00","3359.625","0.214","1555.25"
"2023-10-07 03:00:00","2023-10-07 04:00:00","2023-10-07 04:00:00","2023-10-07 05:00:00","3313.5","0.21","1520.625"
"2023-10-07 04:00:00","2023-10-07 05:00:00","2023-10-07 05:00:00","2023-10-07 06:00:00","3351.375","0.208","1599.0"
"2023-10-07 05:00:00","2023-10-07 06:00:00","2023-10-07 06:00:00","2023-10-07 07:00:00","3547.0","0.224","1675.625"
"2023-10-07 06:00:00","2023-10-07 07:00:00","2023-10-07 07:00:00","2023-10-07 08:00:00","3854.625","0.984","1918.25"
"2023-10-07 07:00:00","2023-10-07 08:00:00","2023-10-07 08:00:00","2023-10-07 09:00:00","4236.5","14.446","2005.75"
"2023-10-07 08:00:00","2023-10-07 09:00:00","2023-10-07 09:00:00","2023-10-07 10:00:00","4511.5","37.400999999999996","1903.75"
"2023-10-07 09:00:00","2023-10-07 10:00:00","2023-10-07 10:00:00","2023-10-07 11:00:00","4625.625","96.046","1932.5"
"2023-10-07 10:00:00","2023-10-07 11:00:00","2023-10-07 11:00:00","2023-10-07 12:00:00","4631.0","156.18","1816.625"
"2023-10-07 11:00:00","2023-10-07 12:00:00","2023-10-07 12:00:00","2023-10-07 13:00:00","4631.875","179.433","1841.625"
"2023-10-07 12:00:00","2023-10-07 13:00:00","2023-10-07 13:00:00","2023-10-07 14:00:00","4579.0","165.216","1781.125"
"2023-10-07 13:00:00","2023-10-07 14:00:00","2023-10-07 14:00:00","2023-10-07 15:00:00","4505.375","127.771","1531.25"
"2023-10-07 14:00:00","2023-10-07 15:00:00","2023-10-07 15:00:00","2023-10-07 16:00:00","4491.625","118.194","1352.625"
"2023-10-07 15:00:00","2023-10-07 16:00:00","2023-10-07 16:00:00","2023-10-07 17:00:00","4586.25","82.35300000000001","1174.625"
"2023-10-07 16:00:00","2023-10-07 17:00:00","2023-10-07 17:00:00","2023-10-07 18:00:00","4783.125","35.667","1128.25"
"2023-10-07 17:00:00","2023-10-07 18:00:00","2023-10-07 18:00:00","2023-10-07 19:00:00","4897.625","4.470999999999999","1024.75"
"2023-10-07 18:00:00","2023-10-07 19:00:00","2023-10-07 19:00:00","2023-10-07 20:00:00","4918.625","0.134","814.125"
"2023-10-07 19:00:00","2023-10-07 20:00:00","2023-10-07 20:00:00","2023-10-07 21:00:00","4578.75","0.164","752.0"
"2023-10-07 20:00:00","2023-10-07 21:00:00","2023-10-07 21:00:00","2023-10-07 22:00:00","4278.125","0.16","839.875"
"2023-10-07 21:00:00","2023-10-07 22:00:00","2023-10-07 22:00:00","2023-10-07 23:00:00","4029.375","0.175","928.875"
"2023-10-07 22:00:00","2023-10-07 23:00:00","2023-10-07 23:00:00","2023-10-08 00:00:00","3770.375","0.191","950.375"
"2023-10-07 23:00:00","2023-10-08 00:00:00","2023-10-08 00:00:00","2023-10-08 01:00:00","3589.125","0.204","908.75"
"2023-10-08 00:00:00","2023-10-08 01:00:00","2023-10-08 01:00:00","2023-10-08 02:00:00","3435.625","0.204","775.625"
"2023-10-08 01:00:00","2023-10-08 02:00:00","2023-10-08 02:00:00","2023-10-08 03:00:00","3331.25","0.191","746.125"
"2023-10-08 02:00:00","2023-10-08 03:00:00","2023-10-08 03:00:00","2023-10-08 04:00:00","3251.875","0.181","740.0"
"2023-10-08 03:00:00","2023-10-08 04:00:00","2023-10-08 04:00:00","2023-10-08 05:00:00","3214.25","0.171","661.25"
"2023-10-08 04:00:00","2023-10-08 05:00:00","2023-10-08 05:00:00","2023-10-08 06:00:00","3231.125","0.173","708.0"
"2023-10-08 05:00:00","2023-10-08 06:00:00","2023-10-08 06:00:00","2023-10-08 07:00:00","3333.0","0.158","521.375"
"2023-10-08 06:00:00","2023-10-08 07:00:00","2023-10-08 07:00:00","2023-10-08 08:00:00","3556.25","1.877","504.125"
"2023-10-08 07:00:00","2023-10-08 08:00:00","2023-10-08 08:00:00","2023-10-08 09:00:00","3865.0","27.596","526.125"
"2023-10-08 08:00:00","2023-10-08 09:00:00","2023-10-08 09:00:00","2023-10-08 10:00:00","4199.375","87.62700000000001","436.125"
"2023-10-08 09:00:00","2023-10-08 10:00:00","2023-10-08 10:00:00","2023-10-08 11:00:00","4390.375","128.667","350.375"
"2023-10-08 10:00:00","2023-10-08 11:00:00","2023-10-08 11:00:00","2023-10-08 12:00:00","4496.875","153.008","342.375"
"2023-10-08 11:00:00","2023-10-08 12:00:00","2023-10-08 12:00:00","2023-10-08 13:00:00","4591.625","157.843","343.125"
"2023-10-08 12:00:00","2023-10-08 13:00:00","2023-10-08 13:00:00","2023-10-08 14:00:00","4531.875","196.331","364.875"
"2023-10-08 13:00:00","2023-10-08 14:00:00","2023-10-08 14:00:00","2023-10-08 15:00:00","4438.125","165.99099999999999","358.75"
"2023-10-08 14:00:00","2023-10-08 15:00:00","2023-10-08 15:00:00","2023-10-08 16:00:00","4446.25","93.252","492.625"
"2023-10-08 15:00:00","2023-10-08 16:00:00","2023-10-08 16:00:00","2023-10-08 17:00:00","4559.125","61.438","456.75"
"2023-10-08 16:00:00","2023-10-08 17:00:00","2023-10-08 17:00:00","2023-10-08 18:00:00","4753.75","28.108999999999998","514.75"
"2023-10-08 17:00:00","2023-10-08 18:00:00","2023-10-08 18:00:00","2023-10-08 19:00:00","4868.0","3.337","661.125"
"2023-10-08 18:00:00","2023-10-08 19:00:00","2023-10-08 19:00:00","2023-10-08 20:00:00","4974.625","0.145","669.75"
"2023-10-08 19:00:00","2023-10-08 20:00:00","2023-10-08 20:00:00","2023-10-08 21:00:00","4739.75","0.151","675.5"
"2023-10-08 20:00:00","2023-10-08 21:00:00","2023-10-08 21:00:00","2023-10-08 22:00:00","4378.875","0.161","544.25"
"2023-10-08 21:00:00","2023-10-08 22:00:00","2023-10-08 22:00:00","2023-10-08 23:00:00","3992.375","0.149","571.125"
"2023-10-08 22:00:00","2023-10-08 23:00:00","2023-10-08 23:00:00","2023-10-09 00:00:00","3663.125","0.148","552.125"
"2023-10-08 23:00:00","2023-10-09 00:00:00","2023-10-09 00:00:00","2023-10-09 01:00:00","3487.375","0.14","434.5"
"2023-10-09 00:00:00","2023-10-09 01:00:00","2023-10-09 01:00:00","2023-10-09 02:00:00","3350.75","0.12","348.125"
"2023-10-09 01:00:00","2023-10-09 02:00:00","2023-10-09 02:00:00","2023-10-09 03:00:00","3320.25","0.128","257.5"
"2023-10-09 02:00:00","2023-10-09 03:00:00","2023-10-09 03:00:00","2023-10-09 04:00:00","3280.125","0.119","243.25"
"2023-10-09 03:00:00","2023-10-09 04:00:00","2023-10-09 04:00:00","2023-10-09 05:00:00","3283.0","0.124","254.375"
"2023-10-09 04:00:00","2023-10-09 05:00:00","2023-10-09 05:00:00","2023-10-09 06:00:00","3429.375","0.116","151.875"
"2023-10-09 05:00:00","2023-10-09 06:00:00","2023-10-09 06:00:00","2023-10-09 07:00:00","3925.0","0.144","77.625"
"2023-10-09 06:00:00","2023-10-09 07:00:00","2023-10-09 07:00:00","2023-10-09 08:00:00","4718.75","1.547","72.875"
"2023-10-09 07:00:00","2023-10-09 08:00:00","2023-10-09 08:00:00","2023-10-09 09:00:00","5050.25","40.870999999999995","56.75"
"2023-10-09 08:00:00","2023-10-09 09:00:00","2023-10-09 09:00:00","2023-10-09 10:00:00","5127.5","102.863","58.0"
"2023-10-09 09:00:00","2023-10-09 10:00:00","2023-10-09 10:00:00","2023-10-09 11:00:00","5064.625","172.21800000000002","68.625"
"2023-10-09 10:00:00","2023-10-09 11:00:00","2023-10-09 11:00:00","2023-10-09 12:00:00","5040.5","204.07600000000002","61.75"
"2023-10-09 11:00:00","2023-10-09 12:00:00","2023-10-09 12:00:00","2023-10-09 13:00:00","5015.625","221.026","90.625"
"2023-10-09 12:00:00","2023-10-09 13:00:00","2023-10-09 13:00:00","2023-10-09 14:00:00","4917.25","212.011","165.375"
"2023-10-09 13:00:00","2023-10-09 14:00:00","2023-10-09 14:00:00","2023-10-09 15:00:00","4861.375","224.791","274.0"
"2023-10-09 14:00:00","2023-10-09 15:00:00","2023-10-09 15:00:00","2023-10-09 16:00:00","4907.125","231.196","346.875"
"2023-10-09 15:00:00","2023-10-09 16:00:00","2023-10-09 16:00:00","2023-10-09 17:00:00","5079.875","152.389","474.5"
"2023-10-09 16:00:00","2023-10-09 17:00:00","2023-10-09 17:00:00","2023-10-09 18:00:00","5257.375","54.938","552.125"
"2023-10-09 17:00:00","2023-10-09 18:00:00","2023-10-09 18:00:00","2023-10-09 19:00:00","5252.625","5.314","708.75"
"2023-10-09 18:00:00","2023-10-09 19:00:00","2023-10-09 19:00:00","2023-10-09 20:00:00","5365.875","0.334","872.5"
"2023-10-09 19:00:00","2023-10-09 20:00:00","2023-10-09 20:00:00","2023-10-09 21:00:00","5110.75","0.36","995.0"
"2023-10-09 20:00:00","2023-10-09 21:00:00","2023-10-09 21:00:00","2023-10-09 22:00:00","4701.5","0.341","1172.0"
"2023-10-09 21:00:00","2023-10-09 22:00:00","2023-10-09 22:00:00","2023-10-09 23:00:00","4230.625","0.343","1233.125"
"2023-10-09 22:00:00","2023-10-09 23:00:00","2023-10-09 23:00:00","2023-10-10 00:00:00","3842.0","0.334","1023.375"
"2023-10-09 23:00:00","2023-10-10 00:00:00","2023-10-10 00:00:00","2023-10-10 01:00:00","3623.75","0.341","956.0"
"2023-10-10 00:00:00","2023-10-10 01:00:00","2023-10-10 01:00:00","2023-10-10 02:00:00","3484.5","0.339","1025.25"
"2023-10-10 01:00:00","2023-10-10 02:00:00","2023-10-10 02:00:00","2023-10-10 03:00:00","3453.625","0.321","1238.0"
"2023-10-10 02:00:00","2023-10-10 03:00:00","2023-10-10 03:00:00","2023-10-10 04:00:00","3388.375","0.318","1367.0"
"2023-10-10 03:00:00","2023-10-10 04:00:00","2023-10-10 04:00:00","2023-10-10 05:00:00","3386.375","0.316","1609.875"
"2023-10-10 04:00:00","2023-10-10 05:00:00","2023-10-10 05:00:00","2023-10-10 06:00:00","3504.25","0.309","1846.75"
"2023-10-10 05:00:00","2023-10-10 06:00:00","2023-10-10 06:00:00","2023-10-10 07:00:00","4004.0","0.321","2302.375"
"2023-10-10 06:00:00","2023-10-10 07:00:00","2023-10-10 07:00:00","2023-10-10 08:00:00","4770.0","1.515","2521.875"
"2023-10-10 07:00:00","2023-10-10 08:00:00","2023-10-10 08:00:00","2023-10-10 09:00:00","5045.5","27.964","2452.25"
"2023-10-10 08:00:00","2023-10-10 09:00:00","2023-10-10 09:00:00","2023-10-10 10:00:00","5084.375","58.671","2122.625"
"2023-10-10 09:00:00","2023-10-10 10:00:00","2023-10-10 10:00:00","2023-10-10 11:00:00","5036.875","97.898","2012.625"
"2023-10-10 10:00:00","2023-10-10 11:00:00","2023-10-10 11:00:00","2023-10-10 12:00:00","5041.5","150.34300000000002","2140.875"
